ID,n_points,yD_bary,yB_bary,chi2_red_bary,wrms_bary_kms,yD_halo,yB_halo,vinf_kms,rc_kpc,chi2_red_halo,wrms_halo_kms,wrms_improvement_kms
UGC05999,5,1.9999999999990596,0.0,36.21452762494135,26.91264670185426,1.4875982609990925e-13,0.0,112.84235557926353,3.8541811451301493,1.3798702135220438,3.714660433366748,23.19798626848751
UGC06399,9,1.9999999999999998,0.0,10.943809946049644,14.579201935349866,0.7992432578044355,0.0,96.54162764994139,2.2918156475046825,0.09486473784009684,1.3188720744779907,13.260329860871876
UGC06446,17,1.9999999999999998,0.0,41.98033100957416,28.771181387359807,1.9999999999999292,0.0,80.19663390132519,1.6579556996187879,0.18958303359167467,1.9889926834175158,26.782188703942293
UGC06614,13,1.9999999999999998,0.4984196685663713,11.812030057264229,41.11936756643412,0.01957727290845815,0.5662185679749625,223.66466868767486,8.947667470492746,0.1088381029873656,4.184388192635345,36.934979373798775
UGC06628,7,0.6897939359496154,0.0,0.3783245346210784,4.709386863083979,0.6897940328855512,0.0,0.10003997675579417,176.5771579271464,0.5674868064315295,4.709386881755625,-1.867164645119601e-08
UGC06667,9,1.9999999999990865,0.0,165.21573332527845,39.48713354971371,1.4198274328493621e-18,0.0,101.13538706275135,1.8039953302032234,0.24454712558141764,1.3845075806501936,38.10262596906352
UGC06786,45,1.9999999999999998,0.7209760704341884,245.09031064159242,41.067984759225695,0.2229841706997409,0.5922208815197856,224.8075719488103,1.536786496643399,0.6095432849167168,12.127391481048608,28.940593278177086
UGC06787,71,1.999999999999769,0.852904064133074,268.52647672737584,50.48031478938423,1.9999999999999998,0.49123657578854163,326.4386508746036,18.192264673156313,19.068901001368733,15.2975613059508,35.18275348343343
UGC06818,8,1.5665289461635135,0.0,11.463513108988224,16.92431786532488,0.1971225670073329,0.0,133.92808132069098,5.385195283353297,1.025669593133324,4.108192683377529,12.816125181947353
UGC06917,11,1.9999999999989893,0.0,9.333163710168453,12.112457943803138,0.16630421580222307,0.0,116.05192208476447,1.6679094635578837,0.2665516967198004,1.7544418944042453,10.358016049398893
UGC06923,6,1.536795212414531,0.0,4.882619713217598,12.672543247307866,0.26066224848633524,0.0,93.64732821792474,1.5889638338507557,0.5734380920444149,2.8041567143449906,9.868386532962875
UGC06930,10,1.9999999999998952,0.0,3.841169465216942,13.436238317344174,0.4221234249527565,0.0,102.69134504045282,1.5945079725051292,0.15899693065895706,2.5442890869268644,10.891949230417309
UGC06973,9,0.4697366748128877,5.071526595762855e-13,66.72849132459716,42.526750303429814,0.18645589683597943,1.8401520416602802e-14,182.88268737682685,1.4493527857799504,0.41100093974321794,2.526624017374745,40.00012628605507
UGC06983,17,1.9999999999999998,0.0,21.651083312632665,26.183702475915098,0.7030111115469624,0.0,107.99159819341106,1.7129574845924378,0.48774684197433865,4.058936401581363,22.124766074333735
